,timestamp,observed,predicted,threshold,norm_threshold,alertable,baseline,model_relative_error
170,1771183800,3383721875,3313549463,3128132153,3267195136,False,780822536,0.020738232807624
171,1771185600,3585697916,3382803140,3178173030,3331645612,False,780822536,0.05658445880079542
172,1771187400,3683214166,3622276295,3459493045,3581580482,False,780822536,0.01654475364547672
173,1771189200,3535149479,3639881742,3492462272,3603026875,False,780822536,0.029625978652994888
174,1771191000,3442056250,3463530002,3327664832,3429563709,False,780822536,0.006238640638135998
175,1771192800,3231783333,3313474616,3096852806,3259319163,False,780822536,0.02527746280694121
176,1771194600,2883878750,3183382979,2946875239,3124256044,True,780822536,0.10385465373674257
177,1771196400,2478649791,2738761134,2471775154,2672014639,False,780822536,0.10494073989172116
178,1771198200,2089236979,2322885436,2159047676,2281925996,True,780822536,0.11183434878308268
179,1771200000,1705160416,1922814946,1740592046,1877259221,True,780822536,0.12764460631251248
180,1771201800,1427916979,1626153398,1563966842,1610606759,True,780822536,0.13882909294826726
181,1771203600,1243419270,1334689778,1203174908,1301811061,False,780822536,0.07340284182663503
182,1771205400,1087466562,1153203665,967786355,1106849338,False,780822536,0.06044976948909626
183,1771207200,977990833,1009740941,805110831,958583414,False,780822536,0.03246462740617529
184,1771209000,931361250,907567332,744784082,866871520,False,780822536,0.025547463994234246
185,1771210800,885445520,849825182,702405712,812970314,False,780822536,0.04022871785493928
186,1771212600,857169427,820246729,684381559,786280436,False,780822536,0.04307514574945287
187,1771214400,847233958,812689067,596067257,758533614,False,780822536,0.040773732773350425
188,1771216200,881587864,819270864,582763124,760143929,False,780822536,0.07068722534047951
189,1771218000,946836979,867047724,600061744,800301229,False,780822536,0.08426926363212943
190,1771219800,1108421354,945595417,781757657,904635977,False,780822536,0.14689895355444407
191,1771221600,1307660000,1143119673,960896773,1097563948,False,780822536,0.12582806463453802
192,1771223400,1569259791,1474164928,1411978372,1458618289,False,780822536,0.06059854687247256
193,1771225200,1855715520,1686703486,1555188616,1653824769,False,780822536,0.09107647814466735
194,1771227000,2207716354,1924690225,1739272915,1878335898,False,780822536,0.1281985923994292
195,1771228800,2550182916,2216990988,2012360878,2165833461,False,780822536,0.1306541291252223
196,1771230600,2891888020,2512995814,2350212564,2472300002,False,780822536,0.13101897562409764
197,1771232400,3039850208,2792917515,2645498045,2756062648,False,780822536,0.08123186213259624
198,1771234200,3119840208,2895046509,2759181339,2861080216,False,780822536,0.07205295271968622
199,1771236000,3195782708,2911295605,2694673795,2857140152,False,780822536,0.08901953887160216
200,1771237800,3263216250,2988613452,2752105712,2929486517,False,780822536,0.08415096547769398
201,1771239600,3260015833,3030482757,2763496777,2963736262,False,780822536,0.07040857706165625
202,1771241400,2994266979,3051353312,2887515552,3010393872,False,780822536,0.019065211419145134
203,1771243200,2913757187,2793839804,2611616904,2748284079,False,780822536,0.041155585487707286
204,1771245000,2948757395,2751923516,2689736960,2736376877,False,780822536,0.0667514660018343
205,1771246800,2997853749,2812433615,2680918745,2779554897,False,780822536,0.061850960561985704
206,1771248600,2957621979,2770951067,2585533757,2724596740,False,780822536,0.0631152031346194
207,1771250400,2870321875,2731062407,2526432297,2679904879,False,780822536,0.04851702145774157
